knowledge	-27	ENVO:00000019	-2	1069448	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2513020036
knowledge	-27	ENVO:00000019	-2	1121018	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2524614872
knowledge	-27	ENVO:00000019	-2	1121085	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2522572065
knowledge	-27	ENVO:00000019	-2	1121087	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2524614595
knowledge	-27	ENVO:00000019	-2	1121915	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2599185148
knowledge	-27	ENVO:00000019	-2	1122130	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2524614800
knowledge	-27	ENVO:00000019	-2	1122209	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2599185147
knowledge	-27	ENVO:00000019	-2	1123231	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2582580728
knowledge	-27	ENVO:00000019	-2	1123234	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2522125157
knowledge	-27	ENVO:00000019	-2	1123239	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2517572235
knowledge	-27	ENVO:00000019	-2	121821	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2593339280
knowledge	-27	ENVO:00000019	-2	1408424	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2556921655
knowledge	-27	ENVO:00000019	-2	1462430	JGI IMG	Metagenome-Assembled Genome	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2643221421
knowledge	-27	ENVO:00000019	-2	320502	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2509887034
knowledge	-27	ENVO:00000019	-2	332175	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2861192947
knowledge	-27	ENVO:00000019	-2	387889	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2596583569
knowledge	-27	ENVO:00000019	-2	387890	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2596583537
knowledge	-27	ENVO:00000019	-2	393762	JGI IMG	Isolates	3	TRUE	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2599185225
